pipeline_name,Pipeline,procedure_name,Procedure,parameter_name,Parameter,strain_accession_id,Strain,genetic_background,gene_symbol,Gene,allele_symbol,Allele,Center,Genotype,Assay.Date,date_of_birth,age_in_weeks,developmental_stage_name,Zygosity,Sex,biological_sample_group,external_sample_id,Metadata,MetadataGroup,Weight,production_center,Value
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-21,2007-11-11,14,postnatal,homozygote,female,control,15225,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,25.1,WTSI,0.653785
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-27,2007-11-19,14,postnatal,homozygote,female,control,16799,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,27.3,WTSI,0.619414
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-20,2007-12-16,13,postnatal,homozygote,male,control,19500,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,36.3,WTSI,0.661708
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,female,control,33216,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,23.3,WTSI,0.749356
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-27,2007-11-19,14,postnatal,homozygote,female,control,16800,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,24.5,WTSI,0.682041
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,female,control,18109,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,25.2,WTSI,0.640079
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-10-23,2008-07-15,14,postnatal,homozygote,male,control,84654,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,32.4,WTSI,0.566667
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-15,2007-11-05,14,postnatal,homozygote,male,control,14822,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,38.2,WTSI,0.510733
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-21,2007-11-11,14,postnatal,homozygote,male,control,15215,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,25.2,WTSI,0.686508
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-01,2008-01-24,14,postnatal,homozygote,male,control,38654,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,32.3,WTSI,0.623529
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,male,control,18123,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,31.9,WTSI,0.645768
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,male,control,33197,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,35.4,WTSI,0.64887
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-21,2007-11-11,14,postnatal,homozygote,male,control,15217,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,30.2,WTSI,0.639735
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,female,control,33213,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,25.9,WTSI,0.628185
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-18,2007-12-17,13,postnatal,homozygote,male,control,19495,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,32.5,WTSI,0.668
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-02,2008-01-25,14,postnatal,homozygote,male,control,38649,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,33.4,WTSI,0.629641
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-10-23,2008-07-15,14,postnatal,homozygote,male,control,84536,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,35.7,WTSI,0.565266
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-02,2008-01-25,14,postnatal,homozygote,male,control,38648,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,26.3,WTSI,0.710266
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-10-23,2008-07-18,13,postnatal,homozygote,female,control,89024,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,24.7,WTSI,0.609312
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-02,2008-01-25,14,postnatal,homozygote,male,control,38650,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,29.5,WTSI,0.67322
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-02,2008-01-25,14,postnatal,homozygote,male,control,38647,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,32.1,WTSI,0.635203
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-10-23,2008-07-18,13,postnatal,homozygote,female,control,89025,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.1,WTSI,0.547331
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-01,2008-01-24,14,postnatal,homozygote,female,control,38663,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,22.1,WTSI,0.728507
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-01,2008-01-24,14,postnatal,homozygote,female,control,38664,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,22.1,WTSI,0.676923
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-18,2007-12-16,13,postnatal,homozygote,female,control,19503,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,26.9,WTSI,0.678067
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-01,2008-01-24,14,postnatal,homozygote,male,control,38655,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,32.5,WTSI,0.593231
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,female,control,18113,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.4,WTSI,0.646127
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-21,2007-11-11,14,postnatal,homozygote,female,control,15226,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,26.2,WTSI,0.662595
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-28,2007-11-19,14,postnatal,homozygote,male,control,16778,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,31.1,WTSI,0.666238
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-18,2007-12-16,13,postnatal,homozygote,female,control,19504,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,29.4,WTSI,0.639456
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-21,2007-11-11,14,postnatal,homozygote,female,control,15227,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,23.9,WTSI,0.673222
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-15,2007-11-05,14,postnatal,homozygote,male,control,14821,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,36.7,WTSI,0.593461
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-20,2007-12-17,13,postnatal,homozygote,female,control,19507,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,26.5,WTSI,0.693208
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-15,2007-11-06,14,postnatal,homozygote,male,control,14825,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,29.8,WTSI,0.642617
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,female,control,18116,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,26.0,WTSI,0.617692
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-20,2007-12-17,13,postnatal,homozygote,female,control,19506,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,29.4,WTSI,0.654762
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,male,control,33193,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,35.9,WTSI,0.632033
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-14,2008-01-07,14,postnatal,homozygote,male,control,29965,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,32.9,WTSI,0.63465
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,male,control,33177,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,26.7,WTSI,0.714607
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,female,control,33211,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,26.0,WTSI,0.691538
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-21,2007-11-11,14,postnatal,homozygote,female,control,15229,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,23.7,WTSI,0.703797
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-01,2008-01-24,14,postnatal,homozygote,male,control,38653,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,32.4,WTSI,0.63642
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-10-23,2008-07-18,13,postnatal,homozygote,female,control,84668,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,25.0,WTSI,0.6068
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-25,2007-11-18,14,postnatal,homozygote,female,control,16793,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,23.0,WTSI,0.691739
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-20,2007-12-17,13,postnatal,homozygote,male,control,19497,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,31.2,WTSI,0.787179
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-10-23,2008-07-15,14,postnatal,homozygote,male,control,84518,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,32.9,WTSI,0.631915
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-26,2007-11-18,14,postnatal,homozygote,male,control,16771,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,33.8,WTSI,0.671598
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,male,control,33176,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,29.5,WTSI,0.677288
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-02,2008-01-26,13,postnatal,homozygote,female,control,38657,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,25.8,WTSI,0.617054
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-15,2007-11-06,14,postnatal,homozygote,female,control,14829,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.2,WTSI,0.569149
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-25,2007-11-18,14,postnatal,homozygote,male,control,16776,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,30.3,WTSI,0.740924
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-27,2007-11-18,14,postnatal,homozygote,female,control,16797,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,22.9,WTSI,0.741485
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-10-23,2008-07-18,13,postnatal,homozygote,female,control,89027,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,24.9,WTSI,0.6249
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-20,2007-12-17,13,postnatal,homozygote,female,control,19509,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,25.7,WTSI,0.682879
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-10-23,2008-07-18,13,postnatal,homozygote,female,control,89026,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,27.5,WTSI,0.665818
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-20,2007-12-16,13,postnatal,homozygote,male,control,19499,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,35.4,WTSI,0.682768
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,male,control,18126,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.9,WTSI,0.679585
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-18,2007-12-17,13,postnatal,homozygote,male,control,19494,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,31.7,WTSI,0.694006
